Agg_Type,Date,Country,Brand,Product,Coverage,Industry_Coverage,SOV,COV_increase,SOV_increase
Quarter,2023-07-01,All,A,SMP:low-end,13404,33352,0.401895,-0.0302,0.001118
Quarter,2023-07-01,All,A,SMP:mid-end,19395,48135,0.402929,-0.0082,0.002059
Quarter,2023-07-01,All,G,SMP,11291,135550,0.083298,-0.0051,0.009489
Quarter,2023-07-01,All,G,SMP:high-end,8530,102725,0.083037,-0.0002,0.013005
Quarter,2023-07-01,All,G,SMP:low-end,2771,33352,0.083083,-0.0448,-0.014004
Quarter,2023-07-01,All,G,SMP:mid-end,3972,48135,0.082518,-0.0151,-0.004956
Quarter,2023-07-01,All,H,SMP,6273,135550,0.046278,0.0056,0.020373
Quarter,2023-07-01,All,H,SMP:high-end,4750,102725,0.046240,-0.0002,0.013035
Quarter,2023-07-01,All,H,SMP:low-end,1553,33352,0.046564,-0.0171,0.014621
Quarter,2023-07-01,All,H,SMP:mid-end,2190,48135,0.045497,-0.009,0.001188
Quarter,2023-07-01,All,O,SMP,5351,135550,0.039476,-0.041,-0.026966
Quarter,2023-07-01,All,O,SMP:high-end,4079,102725,0.039708,-0.0465,-0.033892
Quarter,2023-07-01,All,O,SMP:low-end,1318,33352,0.039518,-0.0491,-0.018381
Quarter,2023-07-01,All,O,SMP:mid-end,1854,48135,0.038517,-0.0404,-0.030458
Quarter,2023-07-01,All,S,SMP,51184,135550,0.377602,-0.0163,-0.001845
Quarter,2023-07-01,All,S,SMP:high-end,38751,102725,0.377230,-0.0156,-0.002557
Quarter,2023-07-01,All,S,SMP:low-end,12692,33352,0.380547,-0.0223,0.009202
Quarter,2023-07-01,All,S,SMP:mid-end,18273,48135,0.379620,-0.0131,-0.002879
Quarter,2023-07-01,All,X,SMP,6801,135550,0.050173,-0.0037,0.010941
Quarter,2023-07-01,All,X,SMP:high-end,5150,102725,0.050134,-0.0104,0.00274
Quarter,2023-07-01,All,X,SMP:low-end,1614,33352,0.048393,-0.0819,-0.052288
Quarter,2023-07-01,All,X,SMP:mid-end,2451,48135,0.050919,0.0268,0.037406
Quarter,2023-07-01,Australia,A,SMP,1536,3715,0.413459,0.122,0.043764
Quarter,2023-07-01,Australia,A,SMP:high-end,1147,2773,0.413631,0.1008,0.05075
Quarter,2023-07-01,Australia,A,SMP:low-end,397,917,0.432933,0.3278,0.140973
Quarter,2023-07-01,Australia,A,SMP:mid-end,577,1375,0.419636,0.1248,0.038048
Quarter,2023-07-01,Australia,G,SMP,329,3715,0.088560,0.0579,-0.015869
Quarter,2023-07-01,Australia,G,SMP:high-end,251,2773,0.090516,0.0546,0.006706
Quarter,2023-07-01,Australia,G,SMP:low-end,74,917,0.080698,-0.119,-0.242976
Quarter,2023-07-01,Australia,G,SMP:mid-end,116,1375,0.084364,0.0943,0.009984
Quarter,2023-07-01,Australia,H,SMP,139,3715,0.037416,-0.0608,-0.126284
Quarter,2023-07-01,Australia,H,SMP:high-end,102,2773,0.036783,-0.1053,-0.145932
Quarter,2023-07-01,Australia,H,SMP:low-end,38,917,0.041439,0.2258,0.053355
Quarter,2023-07-01,Australia,H,SMP:mid-end,53,1375,0.038545,0.0,-0.077098
Quarter,2023-07-01,Australia,O,SMP,125,3715,0.033647,0.0504,-0.022827
Quarter,2023-07-01,Australia,O,SMP:high-end,98,2773,0.035341,0.0,-0.045431
Quarter,2023-07-01,Australia,O,SMP:low-end,23,917,0.025082,0.4375,0.235262
Quarter,2023-07-01,Australia,O,SMP:mid-end,44,1375,0.032000,-0.102,-0.171264
Quarter,2023-07-01,Australia,S,SMP,1406,3715,0.378466,0.0603,-0.013592
Quarter,2023-07-01,Australia,S,SMP:high-end,1046,2773,0.377209,0.0316,-0.015313
Quarter,2023-07-01,Australia,S,SMP:low-end,331,917,0.360960,0.0442,-0.102723
Quarter,2023-07-01,Australia,S,SMP:mid-end,530,1375,0.385455,0.1111,0.025454
Quarter,2023-07-01,Australia,X,SMP,180,3715,0.048452,-0.0164,-0.084965
Quarter,2023-07-01,Australia,X,SMP:high-end,129,2773,0.046520,-0.0851,-0.12668
Quarter,2023-07-01,Australia,X,SMP:low-end,54,917,0.058888,0.3171,0.131809
Quarter,2023-07-01,Australia,X,SMP:mid-end,55,1375,0.040000,-0.2254,-0.285076
Quarter,2023-07-01,Brazil,A,SMP,3030,7219,0.419726,0.007,0.016884
Quarter,2023-07-01,Brazil,A,SMP:high-end,2269,5463,0.415340,-0.0061,0.001691
Quarter,2023-07-01,Brazil,A,SMP:low-end,743,1814,0.409592,0.0599,0.028947
Quarter,2023-07-01,Brazil,A,SMP:mid-end,1115,2604,0.428187,0.0469,0.040514
Quarter,2023-07-01,Brazil,G,SMP,708,7219,0.098075,0.0043,0.014135
Quarter,2023-07-01,Brazil,G,SMP:high-end,548,5463,0.100311,0.0458,0.05403
Quarter,2023-07-01,Brazil,G,SMP:low-end,182,1814,0.100331,0.0964,0.064351
Quarter,2023-07-01,Brazil,G,SMP:mid-end,257,2604,0.098694,-0.0228,-0.028822
Quarter,2023-07-01,Brazil,H,SMP,261,7219,0.036155,-0.1153,-0.106534
Quarter,2023-07-01,Brazil,H,SMP:high-end,186,5463,0.034047,-0.177,-0.170516
Quarter,2023-07-01,Brazil,H,SMP:low-end,65,1814,0.035832,0.0484,0.017752
Quarter,2023-07-01,Brazil,H,SMP:mid-end,87,2604,0.033410,-0.1944,-0.199396
Quarter,2023-07-01,Brazil,O,SMP,234,7219,0.032414,-0.1,-0.091154
Quarter,2023-07-01,Brazil,O,SMP:high-end,180,5463,0.032949,-0.1089,-0.101889
Quarter,2023-07-01,Brazil,O,SMP:low-end,68,1814,0.037486,0.1333,0.1002
Quarter,2023-07-01,Brazil,O,SMP:mid-end,82,2604,0.031490,-0.1458,-0.151076
Quarter,2023-07-01,Brazil,S,SMP,2657,7219,0.368057,-0.0148,-0.005141
Quarter,2023-07-01,Brazil,S,SMP:high-end,2031,5463,0.371774,0.0054,0.013359
Quarter,2023-07-01,Brazil,S,SMP:low-end,674,1814,0.371555,-0.0074,-0.036364
Quarter,2023-07-01,Brazil,S,SMP:mid-end,949,2604,0.364439,0.0117,0.00551
Quarter,2023-07-01,Brazil,X,SMP,329,7219,0.045574,0.0154,0.025425
Quarter,2023-07-01,Brazil,X,SMP:high-end,249,5463,0.045579,-0.008,-0.000175
Quarter,2023-07-01,Brazil,X,SMP:low-end,82,1814,0.045204,-0.1183,-0.144042
Quarter,2023-07-01,Brazil,X,SMP:mid-end,114,2604,0.043779,-0.0339,-0.039829
Quarter,2023-07-01,Canada,A,SMP,3013,7240,0.416160,-0.0652,-0.002146
Quarter,2023-07-01,Canada,A,SMP:high-end,2276,5491,0.414496,-0.0489,0.002724
Quarter,2023-07-01,Canada,A,SMP:low-end,733,1757,0.417188,-0.1222,0.012742
Quarter,2023-07-01,Canada,A,SMP:mid-end,1046,2536,0.412461,-0.0959,-0.020359
Quarter,2023-07-01,Canada,G,SMP,655,7240,0.090470,-0.0209,0.045074
Quarter,2023-07-01,Canada,G,SMP:high-end,482,5491,0.087780,-0.0341,0.018353
Quarter,2023-07-01,Canada,G,SMP:low-end,153,1757,0.087080,-0.1156,0.020293
Quarter,2023-07-01,Canada,G,SMP:mid-end,241,2536,0.095032,0.0126,0.097266
Quarter,2023-07-01,Canada,H,SMP,287,7240,0.039641,-0.0069,0.060033
Quarter,2023-07-01,Canada,H,SMP:high-end,217,5491,0.039519,0.0046,0.05915
Quarter,2023-07-01,Canada,H,SMP:low-end,59,1757,0.033580,-0.3218,-0.217632
Quarter,2023-07-01,Canada,H,SMP:mid-end,105,2536,0.041404,0.05,0.137785
Quarter,2023-07-01,Canada,O,SMP,277,7240,0.038260,0.0375,0.107381
Quarter,2023-07-01,Canada,O,SMP:high-end,201,5491,0.036605,-0.0563,-0.005137
Quarter,2023-07-01,Canada,O,SMP:low-end,64,1757,0.036426,-0.1795,-0.053403
Quarter,2023-07-01,Canada,O,SMP:mid-end,104,2536,0.041009,0.0722,0.161794
Quarter,2023-07-01,Canada,S,SMP,2704,7240,0.373481,-0.0762,-0.013919
Quarter,2023-07-01,Canada,S,SMP:high-end,2085,5491,0.379712,-0.0479,0.003722
Quarter,2023-07-01,Canada,S,SMP:low-end,687,1757,0.391007,-0.0828,0.058171
Quarter,2023-07-01,Canada,S,SMP:mid-end,934,2536,0.368297,-0.0985,-0.023087
Quarter,2023-07-01,Canada,X,SMP,304,7240,0.041989,-0.1388,-0.080761
Quarter,2023-07-01,Canada,X,SMP:high-end,230,5491,0.041887,-0.1727,-0.127754
Quarter,2023-07-01,Canada,X,SMP:low-end,61,1757,0.034718,-0.419,-0.329781
Quarter,2023-07-01,Canada,X,SMP:mid-end,106,2536,0.041798,-0.1167,-0.042823
Quarter,2023-07-01,China,A,SMP,4640,14698,0.315689,-0.0868,-0.029324
Quarter,2023-07-01,China,A,SMP:high-end,3564,11214,0.317817,-0.0675,-0.012205
Quarter,2023-07-01,China,A,SMP:low-end,1087,3600,0.301944,-0.1454,-0.087046
Quarter,2023-07-01,China,A,SMP:mid-end,1632,5108,0.319499,-0.0983,-0.030734
Quarter,2023-07-01,China,G,SMP,626,14698,0.042591,-0.1095,-0.053491
Quarter,2023-07-01,China,G,SMP:high-end,477,11214,0.042536,-0.1134,-0.060808
Quarter,2023-07-01,China,G,SMP:low-end,153,3600,0.042500,-0.1053,-0.044128
Quarter,2023-07-01,China,G,SMP:mid-end,223,5108,0.043657,-0.0972,-0.029478
Quarter,2023-07-01,China,H,SMP,1734,14698,0.117975,-0.0164,0.045451
Quarter,2023-07-01,China,H,SMP:high-end,1310,11214,0.116818,-0.0466,0.00996
Quarter,2023-07-01,China,H,SMP:low-end,428,3600,0.118889,0.0264,0.096519
Quarter,2023-07-01,China,H,SMP:mid-end,598,5108,0.117071,-0.0355,0.036834
Quarter,2023-07-01,China,O,SMP,1484,14698,0.100966,-0.08,-0.022074
Quarter,2023-07-01,China,O,SMP:high-end,1156,11214,0.103085,-0.0563,-0.000368
Quarter,2023-07-01,China,O,SMP:low-end,368,3600,0.102222,-0.1002,-0.038761
Quarter,2023-07-01,China,O,SMP:mid-end,480,5108,0.093970,-0.1382,-0.07363
Quarter,2023-07-01,China,S,SMP,4492,14698,0.305620,-0.0507,0.009023
Quarter,2023-07-01,China,S,SMP:high-end,3389,11214,0.302212,-0.057,-0.00112
Quarter,2023-07-01,China,S,SMP:low-end,1151,3600,0.319722,-0.0146,0.052784
Quarter,2023-07-01,China,S,SMP:mid-end,1568,5108,0.306969,-0.07,-0.000257
Quarter,2023-07-01,China,X,SMP,1722,14698,0.117159,-0.0052,0.057411
Quarter,2023-07-01,China,X,SMP:high-end,1318,11214,0.117532,-0.006,0.052909
Quarter,2023-07-01,China,X,SMP:low-end,413,3600,0.114722,0.0098,0.078782
Quarter,2023-07-01,China,X,SMP:mid-end,607,5108,0.118833,0.063,0.142757
Quarter,2023-07-01,France,A,SMP,4717,11408,0.413482,0.1167,-0.012009
Quarter,2023-07-01,France,A,SMP:high-end,3578,8627,0.414744,0.115,-0.013998
Quarter,2023-07-01,France,A,SMP:low-end,1184,2839,0.417048,0.0983,-0.017344
Quarter,2023-07-01,France,A,SMP:mid-end,1684,4114,0.409334,0.1622,-0.006751
Quarter,2023-07-01,France,G,SMP,1064,11408,0.093268,0.2286,0.087014
Quarter,2023-07-01,France,G,SMP:high-end,810,8627,0.093891,0.2423,0.098616
Quarter,2023-07-01,France,G,SMP:low-end,274,2839,0.096513,0.1513,0.03001
Quarter,2023-07-01,France,G,SMP:mid-end,370,4114,0.089937,0.2671,0.082939
Quarter,2023-07-01,France,H,SMP,476,11408,0.041725,0.23,0.088204
Quarter,2023-07-01,France,H,SMP:high-end,374,8627,0.043352,0.3031,0.152366
Quarter,2023-07-01,France,H,SMP:low-end,115,2839,0.040507,0.369,0.22485
Quarter,2023-07-01,France,H,SMP:mid-end,158,4114,0.038405,0.0533,-0.099784
Quarter,2023-07-01,France,O,SMP,350,11408,0.030680,0.0355,-0.083878
Quarter,2023-07-01,France,O,SMP:high-end,256,8627,0.029674,0.0159,-0.101659
Quarter,2023-07-01,France,O,SMP:low-end,83,2839,0.029236,0.0,-0.105303
Quarter,2023-07-01,France,O,SMP:mid-end,137,4114,0.033301,0.2569,0.074191
Quarter,2023-07-01,France,S,SMP,4250,11408,0.372546,0.0979,-0.028647
Quarter,2023-07-01,France,S,SMP:high-end,3197,8627,0.370581,0.0949,-0.031794
Quarter,2023-07-01,France,S,SMP:low-end,1055,2839,0.371610,0.0944,-0.020863
Quarter,2023-07-01,France,S,SMP:mid-end,1547,4114,0.376033,0.1367,-0.028559
Quarter,2023-07-01,France,X,SMP,551,11408,0.048299,0.3538,0.197743
Quarter,2023-07-01,France,X,SMP:high-end,412,8627,0.047757,0.3333,0.179098
Quarter,2023-07-01,France,X,SMP:low-end,128,2839,0.045086,0.3763,0.231387
Quarter,2023-07-01,France,X,SMP:mid-end,218,4114,0.052990,0.4065,0.202023
Quarter,2023-07-01,Germany,A,SMP,4722,11290,0.418246,0.0142,0.008694
Quarter,2023-07-01,Germany,A,SMP:high-end,3538,8479,0.417266,0.0091,0.008413
Quarter,2023-07-01,Germany,A,SMP:low-end,1206,2847,0.423604,0.0388,0.038759
Quarter,2023-07-01,Germany,A,SMP:mid-end,1660,3976,0.417505,-0.0006,0.004173
Quarter,2023-07-01,Germany,G,SMP,1037,11290,0.091851,-0.0038,-0.009223
Quarter,2023-07-01,Germany,G,SMP:high-end,772,8479,0.091048,-0.0103,-0.010961
Quarter,2023-07-01,Germany,G,SMP:low-end,267,2847,0.093783,0.0152,0.015209
Quarter,2023-07-01,Germany,G,SMP:mid-end,354,3976,0.089034,-0.0432,-0.038676
Quarter,2023-07-01,Germany,H,SMP,442,11290,0.039150,-0.0286,-0.03381
Quarter,2023-07-01,Germany,H,SMP:high-end,324,8479,0.038212,-0.0092,-0.009872
Quarter,2023-07-01,Germany,H,SMP:low-end,110,2847,0.038637,-0.0909,-0.090916
Quarter,2023-07-01,Germany,H,SMP:mid-end,167,3976,0.042002,-0.0402,-0.035634
Quarter,2023-07-01,Germany,O,SMP,374,11290,0.033127,-0.0286,-0.033804
Quarter,2023-07-01,Germany,O,SMP:high-end,268,8479,0.031608,-0.1155,-0.116132
Quarter,2023-07-01,Germany,O,SMP:low-end,96,2847,0.033720,0.1566,0.156656
Quarter,2023-07-01,Germany,O,SMP:mid-end,149,3976,0.037475,0.1641,0.169632
Quarter,2023-07-01,Germany,S,SMP,4232,11290,0.374845,0.0074,0.001935
Quarter,2023-07-01,Germany,S,SMP:high-end,3220,8479,0.379762,0.0104,0.00964
Quarter,2023-07-01,Germany,S,SMP:low-end,1054,2847,0.370214,-0.033,-0.033028
Quarter,2023-07-01,Germany,S,SMP:mid-end,1455,3976,0.365946,-0.0215,-0.016842
Quarter,2023-07-01,Germany,X,SMP,483,11290,0.042781,-0.0163,-0.021612
Quarter,2023-07-01,Germany,X,SMP:high-end,357,8479,0.042104,-0.0351,-0.035816
Quarter,2023-07-01,Germany,X,SMP:low-end,114,2847,0.040042,-0.1163,-0.116285
Quarter,2023-07-01,Germany,X,SMP:mid-end,191,3976,0.048038,0.0914,0.096633
Quarter,2023-07-01,India,A,SMP,3034,7338,0.413464,0.0191,-0.004464
Quarter,2023-07-01,India,A,SMP:high-end,2292,5542,0.413569,0.0232,-0.000973
Quarter,2023-07-01,India,A,SMP:low-end,799,1896,0.421414,0.0583,-0.005351
Quarter,2023-07-01,India,A,SMP:mid-end,1080,2639,0.409246,0.0578,0.014897
Quarter,2023-07-01,India,G,SMP,664,7338,0.090488,0.0523,0.027922
Quarter,2023-07-01,India,G,SMP:high-end,521,5542,0.094009,0.1253,0.098672
Quarter,2023-07-01,India,G,SMP:low-end,150,1896,0.079114,-0.1228,-0.175552
Quarter,2023-07-01,India,G,SMP:mid-end,223,2639,0.084502,-0.0669,-0.104776
Quarter,2023-07-01,India,H,SMP,293,7338,0.039929,0.1313,0.105056
Quarter,2023-07-01,India,H,SMP:high-end,215,5542,0.038795,0.0337,0.009235
Quarter,2023-07-01,India,H,SMP:low-end,84,1896,0.044304,0.2353,0.161037
Quarter,2023-07-01,India,H,SMP:mid-end,100,2639,0.037893,0.2195,0.170079
Quarter,2023-07-01,India,O,SMP,244,7338,0.033252,-0.0041,-0.02715
Quarter,2023-07-01,India,O,SMP:high-end,180,5542,0.032479,-0.0576,-0.079863
Quarter,2023-07-01,India,O,SMP:low-end,63,1896,0.033228,-0.0156,-0.074816
Quarter,2023-07-01,India,O,SMP:mid-end,79,2639,0.029936,0.0395,-0.002665
Quarter,2023-07-01,India,S,SMP,2755,7338,0.375443,0.0077,-0.015663
Quarter,2023-07-01,India,S,SMP:high-end,2071,5542,0.373692,0.0029,-0.0208
Quarter,2023-07-01,India,S,SMP:low-end,725,1896,0.382384,0.1188,0.051557
Quarter,2023-07-01,India,S,SMP:mid-end,1028,2639,0.389541,0.0405,-0.001702
Quarter,2023-07-01,India,X,SMP,348,7338,0.047424,0.0807,0.055697
Quarter,2023-07-01,India,X,SMP:high-end,263,5542,0.047456,0.0779,0.052403
Quarter,2023-07-01,India,X,SMP:low-end,75,1896,0.039557,-0.0132,-0.072499
Quarter,2023-07-01,India,X,SMP:mid-end,129,2639,0.048882,0.0238,-0.017704
Quarter,2023-07-01,Indonesia,A,SMP,892,2222,0.401440,-0.047,-0.010125
Quarter,2023-07-01,Indonesia,A,SMP:high-end,666,1681,0.396193,-0.0403,-0.014085
Quarter,2023-07-01,Indonesia,A,SMP:low-end,219,574,0.381533,-0.0913,-0.048541
Quarter,2023-07-01,Indonesia,A,SMP:mid-end,299,731,0.409029,-0.0994,0.027499
Quarter,2023-07-01,Indonesia,G,SMP,184,2222,0.082808,-0.066,-0.02984
Quarter,2023-07-01,Indonesia,G,SMP:high-end,140,1681,0.083284,-0.0278,-0.001175
Quarter,2023-07-01,Indonesia,G,SMP:low-end,49,574,0.085366,0.0426,0.091595
Quarter,2023-07-01,Indonesia,G,SMP:mid-end,61,731,0.083447,-0.1159,0.008618
Quarter,2023-07-01,Indonesia,H,SMP,108,2222,0.048605,0.1368,0.180851
Quarter,2023-07-01,Indonesia,H,SMP:high-end,84,1681,0.049970,0.1351,0.166188
Quarter,2023-07-01,Indonesia,H,SMP:low-end,25,574,0.043554,0.0,0.047047
Quarter,2023-07-01,Indonesia,H,SMP:mid-end,32,731,0.043776,0.1034,0.258944
Quarter,2023-07-01,Indonesia,O,SMP,90,2222,0.040504,0.125,0.168542
Quarter,2023-07-01,Indonesia,O,SMP:high-end,73,1681,0.043427,0.1406,0.171866
Quarter,2023-07-01,Indonesia,O,SMP:low-end,25,574,0.043554,0.1364,0.189805
Quarter,2023-07-01,Indonesia,O,SMP:mid-end,23,731,0.031464,-0.3235,-0.228199
Quarter,2023-07-01,Indonesia,S,SMP,860,2222,0.387039,-0.0434,-0.006357
Quarter,2023-07-01,Indonesia,S,SMP:high-end,652,1681,0.387864,-0.0341,-0.007642
Quarter,2023-07-01,Indonesia,S,SMP:low-end,231,574,0.402439,-0.0375,0.007775
Quarter,2023-07-01,Indonesia,S,SMP:mid-end,293,731,0.400821,-0.1201,0.003857
Quarter,2023-07-01,Indonesia,X,SMP,88,2222,0.039604,-0.1287,-0.094993
Quarter,2023-07-01,Indonesia,X,SMP:high-end,66,1681,0.039262,-0.1316,-0.107824
Quarter,2023-07-01,Indonesia,X,SMP:low-end,25,574,0.043554,-0.0385,0.006773
Quarter,2023-07-01,Indonesia,X,SMP:mid-end,23,731,0.031464,-0.3784,-0.290792
Quarter,2023-07-01,Italy,A,SMP,3132,7485,0.418437,-0.0151,-9.3e-05
Quarter,2023-07-01,Italy,A,SMP:high-end,2380,5652,0.421090,-0.0124,0.013937
Quarter,2023-07-01,Italy,A,SMP:low-end,749,1866,0.401393,-0.0799,-0.052239
Quarter,2023-07-01,Italy,A,SMP:mid-end,1133,2703,0.419164,0.0462,0.024495
Quarter,2023-07-01,Italy,G,SMP,639,7485,0.085371,-0.0347,-0.020042
Quarter,2023-07-01,Italy,G,SMP:high-end,479,5652,0.084749,-0.0323,-0.006471
Quarter,2023-07-01,Italy,G,SMP:low-end,157,1866,0.084137,-0.0819,-0.054322
Quarter,2023-07-01,Italy,G,SMP:mid-end,234,2703,0.086570,0.0174,-0.003694
Quarter,2023-07-01,Italy,H,SMP,293,7485,0.039145,-0.0929,-0.079071
Quarter,2023-07-01,Italy,H,SMP:high-end,217,5652,0.038393,-0.132,-0.108818
Quarter,2023-07-01,Italy,H,SMP:low-end,73,1866,0.039121,-0.0519,-0.023489
Quarter,2023-07-01,Italy,H,SMP:mid-end,96,2703,0.035516,-0.2131,-0.229421
Quarter,2023-07-01,Italy,O,SMP,231,7485,0.030862,-0.1779,-0.165418
Quarter,2023-07-01,Italy,O,SMP:high-end,184,5652,0.032555,-0.1965,-0.175029
Quarter,2023-07-01,Italy,O,SMP:low-end,58,1866,0.031083,-0.1077,-0.080901
Quarter,2023-07-01,Italy,O,SMP:mid-end,76,2703,0.028117,-0.2,-0.216578
Quarter,2023-07-01,Italy,S,SMP,2844,7485,0.379960,0.0028,0.018095
Quarter,2023-07-01,Italy,S,SMP:high-end,2130,5652,0.376858,-0.0202,0.005936
Quarter,2023-07-01,Italy,S,SMP:low-end,729,1866,0.390675,0.0139,0.044337
Quarter,2023-07-01,Italy,S,SMP:mid-end,1050,2703,0.388457,0.0469,0.025169
Quarter,2023-07-01,Italy,X,SMP,346,7485,0.046226,0.0915,0.108112
Quarter,2023-07-01,Italy,X,SMP:high-end,262,5652,0.046355,0.0694,0.097939
Quarter,2023-07-01,Italy,X,SMP:low-end,100,1866,0.053591,0.3158,0.355293
Quarter,2023-07-01,Italy,X,SMP:mid-end,114,2703,0.042175,0.0,-0.020735
Quarter,2023-07-01,Japan,A,SMP,4457,10919,0.408188,-0.0298,-0.026178
Quarter,2023-07-01,Japan,A,SMP:high-end,3390,8183,0.414273,-0.0292,-0.013669
Quarter,2023-07-01,Japan,A,SMP:low-end,1109,2679,0.413960,-0.0649,-0.024087
Quarter,2023-07-01,Japan,A,SMP:mid-end,1504,3778,0.398094,-0.06,-0.045569
Quarter,2023-07-01,Japan,G,SMP,995,10919,0.091126,0.0163,0.020162
Quarter,2023-07-01,Japan,G,SMP:high-end,729,8183,0.089087,0.0028,0.018801
Quarter,2023-07-01,Japan,G,SMP:low-end,233,2679,0.086973,-0.0169,0.026061
Quarter,2023-07-01,Japan,G,SMP:mid-end,350,3778,0.092642,0.0386,0.054524
Quarter,2023-07-01,Japan,H,SMP,412,10919,0.037732,-0.0144,-0.010671
Quarter,2023-07-01,Japan,H,SMP:high-end,306,8183,0.037395,-0.0161,-0.000321
Quarter,2023-07-01,Japan,H,SMP:low-end,99,2679,0.036954,-0.1,-0.060698
Quarter,2023-07-01,Japan,H,SMP:mid-end,152,3778,0.040233,0.0,0.015344
Quarter,2023-07-01,Japan,O,SMP,372,10919,0.034069,0.0598,0.063792
Quarter,2023-07-01,Japan,O,SMP:high-end,276,8183,0.033728,-0.0036,0.012336
Quarter,2023-07-01,Japan,O,SMP:low-end,93,2679,0.034714,0.1205,0.169412
Quarter,2023-07-01,Japan,O,SMP:mid-end,127,3778,0.033616,0.114,0.131166
Quarter,2023-07-01,Japan,S,SMP,4192,10919,0.383918,0.0197,0.023533
Quarter,2023-07-01,Japan,S,SMP:high-end,3120,8183,0.381278,-0.001,0.015033
Quarter,2023-07-01,Japan,S,SMP:low-end,1028,2679,0.383725,-0.0039,0.039626
Quarter,2023-07-01,Japan,S,SMP:mid-end,1472,3778,0.389624,0.0089,0.024399
Quarter,2023-07-01,Japan,X,SMP,491,10919,0.044967,-0.0316,-0.02793
Quarter,2023-07-01,Japan,X,SMP:high-end,362,8183,0.044238,-0.0573,-0.042198
Quarter,2023-07-01,Japan,X,SMP:low-end,117,2679,0.043673,-0.2095,-0.174938
Quarter,2023-07-01,Japan,X,SMP:mid-end,173,3778,0.045791,-0.0057,0.009502
Quarter,2023-07-01,"Korea, Rep.",A,SMP,4211,10485,0.401621,-0.064,-0.011613
Quarter,2023-07-01,"Korea, Rep.",A,SMP:high-end,3219,7990,0.402879,-0.0502,-0.01426
Quarter,2023-07-01,"Korea, Rep.",A,SMP:low-end,1012,2498,0.405124,-0.0866,-0.008031
Quarter,2023-07-01,"Korea, Rep.",A,SMP:mid-end,1503,3769,0.398780,-0.0408,0.010055
Quarter,2023-07-01,"Korea, Rep.",G,SMP,673,10485,0.064187,-0.0856,-0.034404
Quarter,2023-07-01,"Korea, Rep.",G,SMP:high-end,521,7990,0.065207,-0.0527,-0.016916
Quarter,2023-07-01,"Korea, Rep.",G,SMP:low-end,144,2498,0.057646,-0.2044,-0.135949
Quarter,2023-07-01,"Korea, Rep.",G,SMP:mid-end,229,3769,0.060759,-0.1226,-0.076049
Quarter,2023-07-01,"Korea, Rep.",H,SMP,200,10485,0.019075,0.0417,0.099994
Quarter,2023-07-01,"Korea, Rep.",H,SMP:high-end,149,7990,0.018648,0.0797,0.120471
Quarter,2023-07-01,"Korea, Rep.",H,SMP:low-end,56,2498,0.022418,0.0566,0.147523
Quarter,2023-07-01,"Korea, Rep.",H,SMP:mid-end,75,3769,0.019899,0.3393,0.410376
Quarter,2023-07-01,"Korea, Rep.",O,SMP,128,10485,0.012208,0.0159,0.072759
Quarter,2023-07-01,"Korea, Rep.",O,SMP:high-end,99,7990,0.012390,0.0645,0.104672
Quarter,2023-07-01,"Korea, Rep.",O,SMP:low-end,30,2498,0.012010,-0.1892,-0.119372
Quarter,2023-07-01,"Korea, Rep.",O,SMP:mid-end,39,3769,0.010348,-0.0714,-0.022113
Quarter,2023-07-01,"Korea, Rep.",S,SMP,5118,10485,0.488126,-0.0374,0.016463
Quarter,2023-07-01,"Korea, Rep.",S,SMP:high-end,3890,7990,0.486859,-0.0204,0.01663
Quarter,2023-07-01,"Korea, Rep.",S,SMP:low-end,1219,2498,0.487990,-0.0499,0.031892
Quarter,2023-07-01,"Korea, Rep.",S,SMP:mid-end,1863,3769,0.494296,-0.0586,-0.00866
Quarter,2023-07-01,"Korea, Rep.",X,SMP,155,10485,0.014783,-0.2327,-0.189706
Quarter,2023-07-01,"Korea, Rep.",X,SMP:high-end,112,7990,0.014018,-0.2583,-0.230203
Quarter,2023-07-01,"Korea, Rep.",X,SMP:low-end,37,2498,0.014812,-0.2745,-0.212044
Quarter,2023-07-01,"Korea, Rep.",X,SMP:mid-end,60,3769,0.015919,-0.0625,-0.012775
Quarter,2023-07-01,Mexico,A,SMP,896,2135,0.419672,0.1517,0.055654
Quarter,2023-07-01,Mexico,A,SMP:high-end,686,1622,0.422935,0.1568,0.056981
Quarter,2023-07-01,Mexico,A,SMP:low-end,197,477,0.412998,-0.1283,0.003255
Quarter,2023-07-01,Mexico,A,SMP:mid-end,296,754,0.392573,0.1746,0.003243
Quarter,2023-07-01,Mexico,G,SMP,181,2135,0.084778,-0.0163,-0.098308
Quarter,2023-07-01,Mexico,G,SMP:high-end,136,1622,0.083847,0.0226,-0.065709
Quarter,2023-07-01,Mexico,G,SMP:low-end,38,477,0.079665,-0.3091,-0.204797
Quarter,2023-07-01,Mexico,G,SMP:mid-end,71,754,0.094164,0.2241,0.045546
Quarter,2023-07-01,Mexico,H,SMP,88,2135,0.041218,0.1892,0.090048
Quarter,2023-07-01,Mexico,H,SMP:high-end,66,1622,0.040691,0.1579,0.057953
Quarter,2023-07-01,Mexico,H,SMP:low-end,18,477,0.037736,-0.2174,-0.09925
Quarter,2023-07-01,Mexico,H,SMP:mid-end,29,754,0.038462,0.2609,0.076945
Quarter,2023-07-01,Mexico,O,SMP,82,2135,0.038407,0.0649,-0.023865
